epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
169,1611.24,1.27343,0.99003,1.97176,0.9827,0.8,0.92276,0.60478,1.30346,1.28484,2.08531,0.00133472,0.00133472,0.00133472
170,1620.55,1.25489,0.98906,1.71124,0.94444,0.84997,0.95397,0.62809,1.30518,1.06459,2.05557,0.00133076,0.00133076,0.00133076
171,1629.84,1.38513,0.99107,1.89122,0.94444,0.84997,0.95397,0.62809,1.30518,1.06459,2.05557,0.0013268,0.0013268,0.0013268
172,1639.13,1.26665,0.98806,1.63172,0.8967,0.86865,0.95026,0.65011,1.23348,1.0983,2.09054,0.00132284,0.00132284,0.00132284
173,1648.27,1.41052,1.05094,1.77568,0.8967,0.86865,0.95026,0.65011,1.23348,1.0983,2.09054,0.00131888,0.00131888,0.00131888
174,1657.61,1.1613,1.07658,1.88449,0.8527,0.86889,0.93731,0.64146,1.2603,1.23879,2.18048,0.00131492,0.00131492,0.00131492
175,1666.9,1.38573,1.08959,2.00125,0.8527,0.86889,0.93731,0.64146,1.2603,1.23879,2.18048,0.00131096,0.00131096,0.00131096
176,1676.27,1.20537,0.92557,1.61914,0.9347,0.71645,0.86382,0.59646,1.20736,1.39803,2.13638,0.001307,0.001307,0.001307
177,1685.52,1.51807,1.27753,2.08431,0.9347,0.71645,0.86382,0.59646,1.20736,1.39803,2.13638,0.00130304,0.00130304,0.00130304
178,1694.77,1.28796,1.03865,1.67259,0.91429,0.6,0.82786,0.57719,1.21417,1.50339,2.14096,0.00129908,0.00129908,0.00129908
179,1703.95,1.05285,0.83234,1.5994,0.91429,0.6,0.82786,0.57719,1.21417,1.50339,2.14096,0.00129512,0.00129512,0.00129512
180,1713.15,1.18618,0.9094,1.58877,1,0.63729,0.87314,0.56705,1.34552,1.35536,2.24562,0.00129116,0.00129116,0.00129116
181,1722.38,1.04798,0.81167,1.60889,1,0.63729,0.87314,0.56705,1.34552,1.35536,2.24562,0.0012872,0.0012872,0.0012872
182,1731.65,1.00761,0.90323,1.7843,0.82623,0.71375,0.87372,0.48558,1.59285,1.3138,2.42276,0.00128324,0.00128324,0.00128324
183,1740.88,1.09175,0.93333,1.55871,0.82623,0.71375,0.87372,0.48558,1.59285,1.3138,2.42276,0.00127928,0.00127928,0.00127928
184,1750.31,1.09119,0.86179,1.69353,0.83938,0.8,0.89865,0.50594,1.58687,1.25419,2.38202,0.00127532,0.00127532,0.00127532
185,1759.48,1.17119,0.90662,1.75573,0.83938,0.8,0.89865,0.50594,1.58687,1.25419,2.38202,0.00127136,0.00127136,0.00127136
186,1768.64,1.50485,1.2772,2.35112,0.77517,0.85,0.8834,0.55294,1.56768,1.34271,2.33465,0.0012674,0.0012674,0.0012674
187,1777.84,1.28445,1.02325,1.7438,0.77517,0.85,0.8834,0.55294,1.56768,1.34271,2.33465,0.00126344,0.00126344,0.00126344
188,1787.1,1.16895,0.89391,1.56421,0.85047,0.8,0.92684,0.56258,1.58932,1.34708,2.38177,0.00125948,0.00125948,0.00125948
189,1796.2,1.21404,0.8779,1.77061,0.85047,0.8,0.92684,0.56258,1.58932,1.34708,2.38177,0.00125552,0.00125552,0.00125552
190,1805.39,1.17666,0.93802,1.56559,0.82143,0.95,0.9522,0.62633,1.38723,1.14392,2.19686,0.00125156,0.00125156,0.00125156
191,1814.67,1.26794,0.96812,1.86232,0.82143,0.95,0.9522,0.62633,1.38723,1.14392,2.19686,0.0012476,0.0012476,0.0012476
192,1823.99,1.20801,0.99025,1.83761,0.83256,0.99467,0.97485,0.67405,1.13598,0.98237,1.95838,0.00124364,0.00124364,0.00124364
193,1833.21,1.11512,0.92201,1.65014,0.83256,0.99467,0.97485,0.67405,1.13598,0.98237,1.95838,0.00123968,0.00123968,0.00123968
194,1842.39,1.42206,1.27333,2.09599,0.87514,0.95,0.97497,0.64088,1.1103,1.03053,1.94705,0.00123572,0.00123572,0.00123572
195,1851.73,1.15469,1.01738,1.88297,0.87514,0.95,0.97497,0.64088,1.1103,1.03053,1.94705,0.00123176,0.00123176,0.00123176
196,1861.04,1.09385,0.9117,1.71264,0.94918,0.93446,0.98598,0.63054,1.17602,0.98739,2.01628,0.0012278,0.0012278,0.0012278
197,1870.16,1.24509,1.01792,1.63044,0.94918,0.93446,0.98598,0.63054,1.17602,0.98739,2.01628,0.00122384,0.00122384,0.00122384
198,1879.49,1.30696,0.93511,1.69163,0.91498,0.9,0.97761,0.65012,1.12465,0.94248,1.89269,0.00121988,0.00121988,0.00121988
199,1888.79,0.98534,0.84315,1.34902,0.91498,0.9,0.97761,0.65012,1.12465,0.94248,1.89269,0.00121592,0.00121592,0.00121592
200,1897.92,1.42009,1.09036,2.11671,0.8641,0.95392,0.97932,0.69382,1.08379,0.93346,1.87173,0.00121196,0.00121196,0.00121196
201,1907.15,0.99065,0.78284,1.49016,0.8641,0.95392,0.97932,0.69382,1.08379,0.93346,1.87173,0.001208,0.001208,0.001208
202,1916.36,1.17522,0.88866,1.56964,0.89661,1,0.98136,0.66556,1.21254,1.00553,2.01309,0.00120404,0.00120404,0.00120404
203,1925.51,0.95985,0.77143,1.47349,0.89661,1,0.98136,0.66556,1.21254,1.00553,2.01309,0.00120008,0.00120008,0.00120008
204,1934.71,1.10103,0.9268,1.48076,0.93717,0.95,0.98295,0.65896,1.24637,1.0903,2.02642,0.00119612,0.00119612,0.00119612
205,1943.79,1.00157,0.84196,1.54074,0.93717,0.95,0.98295,0.65896,1.24637,1.0903,2.02642,0.00119216,0.00119216,0.00119216
206,1953.09,1.15333,0.82429,1.64911,0.9061,0.96541,0.97801,0.66189,1.19268,1.01135,1.94142,0.0011882,0.0011882,0.0011882
207,1962.9,1.30687,1.04738,1.79971,0.9061,0.96541,0.97801,0.66189,1.19268,1.01135,1.94142,0.00118424,0.00118424,0.00118424
208,1972.97,1.2512,0.97292,1.61019,0.95155,0.98249,0.98548,0.67002,1.20283,0.95726,1.93341,0.00118028,0.00118028,0.00118028
209,1983.03,1.11772,0.91238,1.43671,0.95155,0.98249,0.98548,0.67002,1.20283,0.95726,1.93341,0.00117632,0.00117632,0.00117632
210,1992.58,1.15825,0.87447,1.75817,0.95228,0.99786,0.98786,0.66316,1.20763,0.88162,1.97471,0.00117236,0.00117236,0.00117236
211,2001.84,0.86072,0.78452,1.38587,0.95228,0.99786,0.98786,0.66316,1.20763,0.88162,1.97471,0.0011684,0.0011684,0.0011684
212,2010.91,0.94487,0.76198,1.34868,0.99082,0.9,0.98795,0.62788,1.32662,0.97676,2.12535,0.00116444,0.00116444,0.00116444
213,2019.97,1.04218,0.84093,1.5057,0.99082,0.9,0.98795,0.62788,1.32662,0.97676,2.12535,0.00116048,0.00116048,0.00116048
214,2029.07,1.02661,0.74852,1.54997,0.94742,0.90095,0.98417,0.61766,1.36317,1.01431,2.19662,0.00115652,0.00115652,0.00115652
215,2038.22,1.00365,0.71566,1.38425,0.94742,0.90095,0.98417,0.61766,1.36317,1.01431,2.19662,0.00115256,0.00115256,0.00115256
216,2047.61,0.95164,0.77367,1.37764,1,0.94602,0.98848,0.6123,1.26477,0.93873,2.08972,0.0011486,0.0011486,0.0011486
217,2056.89,1.23618,0.99056,1.72122,1,0.94602,0.98848,0.6123,1.26477,0.93873,2.08972,0.00114464,0.00114464,0.00114464
218,2066.16,1.09642,0.89061,1.70319,0.93355,1,0.98786,0.63797,1.20481,0.92912,2.02031,0.00114068,0.00114068,0.00114068
219,2075.47,1.10752,0.85794,1.72184,0.93355,1,0.98786,0.63797,1.20481,0.92912,2.02031,0.00113672,0.00113672,0.00113672
220,2084.81,0.96664,0.76396,1.49755,0.90799,0.98733,0.98065,0.63413,1.22503,0.94408,2.01522,0.00113276,0.00113276,0.00113276
221,2094.27,1.28774,0.94544,1.73573,0.90799,0.98733,0.98065,0.63413,1.22503,0.94408,2.01522,0.0011288,0.0011288,0.0011288
222,2103.46,1.46664,0.94735,1.74353,0.95055,0.96156,0.99024,0.64177,1.28385,0.9432,2.04498,0.00112484,0.00112484,0.00112484
223,2112.62,1.17036,0.8413,1.57522,0.95055,0.96156,0.99024,0.64177,1.28385,0.9432,2.04498,0.00112088,0.00112088,0.00112088
224,2121.79,1.23553,0.91207,1.56809,0.9517,0.98579,0.99262,0.6484,1.28307,0.91032,2.04356,0.00111692,0.00111692,0.00111692
225,2130.98,1.10094,0.88492,1.51015,0.9517,0.98579,0.99262,0.6484,1.28307,0.91032,2.04356,0.00111296,0.00111296,0.00111296
226,2140.29,1.10722,0.90723,1.69738,0.98874,0.95,0.99045,0.65765,1.30795,0.93495,2.07077,0.001109,0.001109,0.001109
227,2149.57,0.98363,0.8026,1.39945,0.98874,0.95,0.99045,0.65765,1.30795,0.93495,2.07077,0.00110504,0.00110504,0.00110504
228,2158.82,1.09207,0.85782,1.66129,1,0.99008,0.995,0.65829,1.2254,0.92986,2.01249,0.00110108,0.00110108,0.00110108
229,2168.11,1.13244,0.93079,1.6679,1,0.99008,0.995,0.65829,1.2254,0.92986,2.01249,0.00109712,0.00109712,0.00109712
230,2177.44,0.99142,0.82153,1.46545,0.88117,0.9,0.95574,0.60929,1.40281,1.57902,2.16969,0.00109316,0.00109316,0.00109316
231,2186.72,1.0322,0.80874,1.45446,0.88117,0.9,0.95574,0.60929,1.40281,1.57902,2.16969,0.0010892,0.0010892,0.0010892
232,2196.06,0.94779,0.83203,1.46221,1,0.69837,0.9206,0.50495,1.58018,1.72794,2.34963,0.00108524,0.00108524,0.00108524
233,2205.15,1.33076,0.96711,2.0661,1,0.69837,0.9206,0.50495,1.58018,1.72794,2.34963,0.00108128,0.00108128,0.00108128
234,2214.44,1.01541,0.75797,1.39084,1,0.84823,0.95929,0.48263,1.63798,1.30634,2.37306,0.00107732,0.00107732,0.00107732
235,2223.69,1.12209,0.83582,1.47047,1,0.84823,0.95929,0.48263,1.63798,1.30634,2.37306,0.00107336,0.00107336,0.00107336
236,2232.94,1.14441,0.85863,1.55037,0.94301,1,0.99262,0.63564,1.33013,0.89255,2.05417,0.0010694,0.0010694,0.0010694
237,2242.19,0.93122,0.82237,1.45626,0.94301,1,0.99262,0.63564,1.33013,0.89255,2.05417,0.00106544,0.00106544,0.00106544
238,2251.35,1.13096,0.88585,1.5602,0.93951,1,0.99024,0.75461,1.07897,0.77959,1.84939,0.00106148,0.00106148,0.00106148
239,2260.75,1.05251,0.77125,1.43038,0.93951,1,0.99024,0.75461,1.07897,0.77959,1.84939,0.00105752,0.00105752,0.00105752
240,2270.02,1.07422,0.90945,1.72432,0.94834,0.91852,0.98598,0.72258,1.07486,0.84246,1.89108,0.00105356,0.00105356,0.00105356
241,2279.25,1.03714,0.77284,1.4178,0.94834,0.91852,0.98598,0.72258,1.07486,0.84246,1.89108,0.0010496,0.0010496,0.0010496
242,2288.73,1.0738,0.90092,1.46878,0.85656,1,0.97388,0.65282,1.16984,0.90507,1.98684,0.00104564,0.00104564,0.00104564
243,2297.92,1.09774,0.83138,1.51341,0.85656,1,0.97388,0.65282,1.16984,0.90507,1.98684,0.00104168,0.00104168,0.00104168
244,2307.08,1.05635,0.87071,1.43201,0.97463,0.75,0.93226,0.59112,1.29431,1.04372,2.07911,0.00103772,0.00103772,0.00103772
245,2316.33,0.91884,0.81297,1.49562,0.97463,0.75,0.93226,0.59112,1.29431,1.04372,2.07911,0.00103376,0.00103376,0.00103376
246,2325.57,0.99301,0.71878,1.42599,0.93739,0.74872,0.90772,0.56013,1.26551,1.08626,2.02899,0.0010298,0.0010298,0.0010298
247,2334.83,1.02606,0.7441,1.47398,0.93739,0.74872,0.90772,0.56013,1.26551,1.08626,2.02899,0.00102584,0.00102584,0.00102584
248,2344.09,0.95042,0.71783,1.37342,0.92922,0.85,0.96083,0.58849,1.28699,1.02654,2.07038,0.00102188,0.00102188,0.00102188
249,2353.44,0.96714,0.76323,1.47286,0.92922,0.85,0.96083,0.58849,1.28699,1.02654,2.07038,0.00101792,0.00101792,0.00101792
250,2362.67,0.93058,0.77244,1.54775,0.9897,0.95,0.98204,0.62339,1.24973,0.93161,2.01793,0.00101396,0.00101396,0.00101396
251,2371.8,0.90631,0.7475,1.49919,0.9897,0.95,0.98204,0.62339,1.24973,0.93161,2.01793,0.00101,0.00101,0.00101
252,2381.03,1.34852,1.08212,1.69426,0.95164,1,0.99262,0.68636,1.13321,0.85381,1.90762,0.00100604,0.00100604,0.00100604
253,2390.18,0.95229,0.82852,1.45659,0.95164,1,0.99262,0.68636,1.13321,0.85381,1.90762,0.00100208,0.00100208,0.00100208
254,2399.44,0.94873,0.75331,1.52584,0.94815,1,0.99262,0.70363,1.10406,0.86152,1.86631,0.00099812,0.00099812,0.00099812
255,2408.73,0.95852,0.8366,1.44782,0.94815,1,0.99262,0.70363,1.10406,0.86152,1.86631,0.00099416,0.00099416,0.00099416
256,2418.05,0.92569,0.78102,1.45509,0.92303,0.9,0.96337,0.69158,1.11388,0.88546,1.85217,0.0009902,0.0009902,0.0009902
257,2427.13,0.83471,0.60978,1.16065,0.92303,0.9,0.96337,0.69158,1.11388,0.88546,1.85217,0.00098624,0.00098624,0.00098624
258,2436.39,0.80004,0.67335,1.33708,0.94427,0.84735,0.95669,0.68858,1.13448,0.87772,1.8477,0.00098228,0.00098228,0.00098228
259,2445.66,0.95589,0.73262,1.43534,0.94427,0.84735,0.95669,0.68858,1.13448,0.87772,1.8477,0.00097832,0.00097832,0.00097832
260,2455.01,0.99929,0.73464,1.44979,0.85666,0.89659,0.92513,0.66301,1.19633,0.94602,1.91882,0.00097436,0.00097436,0.00097436
261,2464.29,0.98947,0.80478,1.73288,0.85666,0.89659,0.92513,0.66301,1.19633,0.94602,1.91882,0.0009704,0.0009704,0.0009704
262,2473.56,0.76974,0.67629,1.20892,0.90788,0.98605,0.97012,0.64813,1.22195,0.9538,1.96015,0.00096644,0.00096644,0.00096644
263,2482.73,1.05597,0.86745,1.42871,0.90788,0.98605,0.97012,0.64813,1.22195,0.9538,1.96015,0.00096248,0.00096248,0.00096248
264,2491.97,0.93076,0.74885,1.47608,0.89855,1,0.98795,0.70199,1.12756,0.84727,1.85702,0.00095852,0.00095852,0.00095852
265,2501.23,0.92155,0.7123,1.45295,0.89855,1,0.98795,0.70199,1.12756,0.84727,1.85702,0.00095456,0.00095456,0.00095456
266,2510.5,0.81098,0.6794,1.35953,0.9881,1,0.995,0.7766,0.97961,0.80195,1.72626,0.0009506,0.0009506,0.0009506
267,2519.7,0.90978,0.79099,1.43585,0.9881,1,0.995,0.7766,0.97961,0.80195,1.72626,0.00094664,0.00094664,0.00094664
268,2528.91,0.99124,0.75201,1.4971,1,0.98465,0.995,0.76484,0.96412,0.75444,1.69735,0.00094268,0.00094268,0.00094268
269,2537.97,1.0002,0.78402,1.49729,1,0.98465,0.995,0.76484,0.96412,0.75444,1.69735,0.00093872,0.00093872,0.00093872
270,2547.26,0.9953,0.69767,1.41165,0.98415,0.9,0.98372,0.71748,1.03564,0.80329,1.77249,0.00093476,0.00093476,0.00093476
271,2556.46,0.95173,0.6884,1.30454,0.98415,0.9,0.98372,0.71748,1.03564,0.80329,1.77249,0.0009308,0.0009308,0.0009308
272,2565.73,0.92937,0.74055,1.48829,1,0.89652,0.98848,0.63268,1.1936,0.87614,1.91496,0.00092684,0.00092684,0.00092684
273,2575.07,0.89615,0.69871,1.36158,1,0.89652,0.98848,0.63268,1.1936,0.87614,1.91496,0.00092288,0.00092288,0.00092288
274,2584.26,0.74141,0.60951,1.24162,0.98224,1,0.995,0.66581,1.16874,0.87403,1.8971,0.00091892,0.00091892,0.00091892
275,2593.62,1.10006,0.89102,1.74164,0.98224,1,0.995,0.66581,1.16874,0.87403,1.8971,0.00091496,0.00091496,0.00091496
276,2602.86,1.20911,0.96159,1.4246,0.99707,1,0.995,0.70212,1.10393,0.83616,1.82218,0.000911,0.000911,0.000911
277,2612.02,1.10563,0.79208,1.46559,0.99707,1,0.995,0.70212,1.10393,0.83616,1.82218,0.00090704,0.00090704,0.00090704
278,2621.16,0.87368,0.69669,1.37135,0.99497,1,0.995,0.67256,1.20591,0.94449,1.91597,0.00090308,0.00090308,0.00090308
279,2630.39,0.91573,0.64663,1.31229,0.99497,1,0.995,0.67256,1.20591,0.94449,1.91597,0.00089912,0.00089912,0.00089912
280,2639.73,0.83191,0.65101,1.38083,0.90637,0.96863,0.98795,0.6105,1.30069,1.18529,1.99846,0.00089516,0.00089516,0.00089516
281,2648.98,0.91193,0.79803,1.45718,0.90637,0.96863,0.98795,0.6105,1.30069,1.18529,1.99846,0.0008912,0.0008912,0.0008912
282,2658.4,0.80473,0.64558,1.36417,0.78033,1,0.95667,0.64748,1.28011,1.33951,1.95265,0.00088724,0.00088724,0.00088724
283,2667.6,0.89569,0.66733,1.62172,0.78033,1,0.95667,0.64748,1.28011,1.33951,1.95265,0.00088328,0.00088328,0.00088328
284,2676.97,0.96914,0.74391,1.3435,0.86061,0.95,0.97704,0.65805,1.16959,1.13704,1.85544,0.00087932,0.00087932,0.00087932
285,2686.26,0.84466,0.63606,1.26752,0.86061,0.95,0.97704,0.65805,1.16959,1.13704,1.85544,0.00087536,0.00087536,0.00087536
286,2695.51,0.93845,0.70453,1.44479,0.98849,0.95,0.98848,0.73899,1.0508,0.87059,1.76106,0.0008714,0.0008714,0.0008714
287,2704.7,0.87896,0.68099,1.31778,0.98849,0.95,0.98848,0.73899,1.0508,0.87059,1.76106,0.00086744,0.00086744,0.00086744
288,2714.06,0.92466,0.99295,1.47879,1,0.93267,0.98848,0.70237,1.10426,0.80301,1.78889,0.00086348,0.00086348,0.00086348
289,2723.39,0.8733,0.70142,1.29071,1,0.93267,0.98848,0.70237,1.10426,0.80301,1.78889,0.00085952,0.00085952,0.00085952
290,2732.72,1.08347,0.80328,1.55482,0.90874,0.99598,0.98795,0.6759,1.09457,0.81105,1.7931,0.00085556,0.00085556,0.00085556
291,2741.99,1.02038,0.75107,1.57643,0.90874,0.99598,0.98795,0.6759,1.09457,0.81105,1.7931,0.0008516,0.0008516,0.0008516
292,2751.24,0.82628,0.64857,1.28572,0.90747,0.98126,0.98545,0.69913,1.03019,0.81549,1.76932,0.00084764,0.00084764,0.00084764
293,2760.45,1.00076,0.91262,1.45727,0.90747,0.98126,0.98545,0.69913,1.03019,0.81549,1.76932,0.00084368,0.00084368,0.00084368
294,2769.87,0.91088,0.78285,1.49882,0.94904,0.93176,0.97698,0.6951,1.03158,0.83594,1.78755,0.00083972,0.00083972,0.00083972
295,2779.16,0.8403,0.69416,1.43751,0.94904,0.93176,0.97698,0.6951,1.03158,0.83594,1.78755,0.00083576,0.00083576,0.00083576
296,2788.5,0.74224,0.61437,1.16147,0.99363,0.95,0.98071,0.66946,1.07375,0.8556,1.83807,0.0008318,0.0008318,0.0008318
297,2797.83,0.88967,0.75144,1.45917,0.99363,0.95,0.98071,0.66946,1.07375,0.8556,1.83807,0.00082784,0.00082784,0.00082784
298,2807.14,1.09629,0.77642,1.64628,0.97778,0.95,0.98204,0.6787,1.11881,0.83756,1.86478,0.00082388,0.00082388,0.00082388
299,2816.28,0.83117,0.71388,1.2948,0.97778,0.95,0.98204,0.6787,1.11881,0.83756,1.86478,0.00081992,0.00081992,0.00081992
300,2825.65,0.89617,0.72742,1.47776,0.9896,0.95,0.99045,0.68573,1.06025,0.78494,1.81752,0.00081596,0.00081596,0.00081596
301,2834.9,0.82384,0.66107,1.37618,0.9896,0.95,0.99045,0.68573,1.06025,0.78494,1.81752,0.000812,0.000812,0.000812
302,2844.11,0.9218,0.77297,1.39364,1,0.94782,0.99262,0.72809,0.96199,0.75377,1.74064,0.00080804,0.00080804,0.00080804
303,2853.28,0.78961,0.67495,1.12848,1,0.94782,0.99262,0.72809,0.96199,0.75377,1.74064,0.00080408,0.00080408,0.00080408
304,2862.45,0.97363,0.70962,1.56682,0.99101,0.95,0.99262,0.75574,0.91835,0.76455,1.69163,0.00080012,0.00080012,0.00080012
305,2871.95,0.84905,0.65953,1.29007,0.99101,0.95,0.99262,0.75574,0.91835,0.76455,1.69163,0.00079616,0.00079616,0.00079616
306,2881.27,0.84236,0.66377,1.35839,0.98526,1,0.995,0.787,0.90968,0.76473,1.66278,0.0007922,0.0007922,0.0007922
307,2890.71,0.81614,0.74503,1.43167,0.98526,1,0.995,0.787,0.90968,0.76473,1.66278,0.00078824,0.00078824,0.00078824
308,2900.19,0.85286,0.61552,1.31997,0.99174,1,0.995,0.7614,0.91505,0.77508,1.65965,0.00078428,0.00078428,0.00078428
309,2909.26,0.68703,0.62296,1.28794,0.99174,1,0.995,0.7614,0.91505,0.77508,1.65965,0.00078032,0.00078032,0.00078032
310,2918.59,0.86379,0.68494,1.22401,1,0.98525,0.995,0.75883,0.95555,0.80228,1.6855,0.00077636,0.00077636,0.00077636
311,2927.83,0.74599,0.63419,1.19737,1,0.98525,0.995,0.75883,0.95555,0.80228,1.6855,0.0007724,0.0007724,0.0007724
312,2937.22,0.81422,0.66469,1.38975,1,0.99645,0.995,0.71129,1.0546,0.81724,1.77341,0.00076844,0.00076844,0.00076844
313,2946.32,0.82145,0.66665,1.26213,1,0.99645,0.995,0.71129,1.0546,0.81724,1.77341,0.00076448,0.00076448,0.00076448
314,2955.8,0.69687,0.62657,1.24377,0.99839,1,0.995,0.70968,1.08844,0.82333,1.80169,0.00076052,0.00076052,0.00076052
315,2965.09,0.89291,0.62376,1.23591,0.99839,1,0.995,0.70968,1.08844,0.82333,1.80169,0.00075656,0.00075656,0.00075656
316,2974.25,0.97961,0.7247,1.30887,0.97581,1,0.995,0.75012,0.9924,0.82207,1.72677,0.0007526,0.0007526,0.0007526
317,2983.55,0.88711,0.72228,1.43138,0.97581,1,0.995,0.75012,0.9924,0.82207,1.72677,0.00074864,0.00074864,0.00074864
318,2992.73,0.74557,0.65383,1.34024,0.97898,1,0.995,0.75915,0.92775,0.79798,1.66304,0.00074468,0.00074468,0.00074468
319,3001.92,1.05173,0.75984,1.67968,0.97898,1,0.995,0.75915,0.92775,0.79798,1.66304,0.00074072,0.00074072,0.00074072
320,3011,0.91839,0.66759,1.44075,0.97903,1,0.995,0.72671,0.98131,0.76439,1.69064,0.00073676,0.00073676,0.00073676
321,3020.34,0.82295,0.60404,1.32334,0.97903,1,0.995,0.72671,0.98131,0.76439,1.69064,0.0007328,0.0007328,0.0007328
322,3029.51,0.71404,0.60033,1.18802,1,0.99595,0.995,0.71876,1.02919,0.74549,1.73484,0.00072884,0.00072884,0.00072884
323,3038.65,1.22805,0.88113,1.64463,1,0.99595,0.995,0.71876,1.02919,0.74549,1.73484,0.00072488,0.00072488,0.00072488
324,3047.85,0.91138,0.64675,1.27274,1,0.9933,0.995,0.74228,1.01472,0.72827,1.73034,0.00072092,0.00072092,0.00072092
325,3057.1,0.91037,0.69038,1.57809,1,0.9933,0.995,0.74228,1.01472,0.72827,1.73034,0.00071696,0.00071696,0.00071696
326,3066.41,0.7853,0.67862,1.32015,1,0.99283,0.995,0.76053,0.94173,0.68734,1.67305,0.000713,0.000713,0.000713
327,3075.7,0.83876,0.63403,1.39219,1,0.99283,0.995,0.76053,0.94173,0.68734,1.67305,0.00070904,0.00070904,0.00070904
328,3085,1.00932,0.74745,1.40046,0.9938,1,0.995,0.78367,0.87069,0.63606,1.61926,0.00070508,0.00070508,0.00070508
329,3094.13,0.92587,0.69808,1.26798,0.9938,1,0.995,0.78367,0.87069,0.63606,1.61926,0.00070112,0.00070112,0.00070112
