epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
330,3103.44,0.98813,1.07706,1.69168,0.99417,1,0.995,0.76992,0.94146,0.65426,1.67098,0.00069716,0.00069716,0.00069716
331,3112.66,0.80211,0.61471,1.36547,0.99417,1,0.995,0.76992,0.94146,0.65426,1.67098,0.0006932,0.0006932,0.0006932
332,3121.95,1.05335,0.71463,1.55382,0.99396,1,0.995,0.73398,0.95699,0.6608,1.68755,0.00068924,0.00068924,0.00068924
333,3131.17,0.70766,0.60433,1.27754,0.99396,1,0.995,0.73398,0.95699,0.6608,1.68755,0.00068528,0.00068528,0.00068528
334,3140.35,0.84989,0.72238,1.5147,0.9994,1,0.995,0.77106,0.87608,0.62292,1.62062,0.00068132,0.00068132,0.00068132
335,3149.61,0.88488,0.65902,1.34156,0.9994,1,0.995,0.77106,0.87608,0.62292,1.62062,0.00067736,0.00067736,0.00067736
336,3158.98,0.75472,0.60433,1.3031,1,0.98686,0.995,0.79969,0.85656,0.64397,1.60625,0.0006734,0.0006734,0.0006734
337,3168.35,1.26526,0.72135,1.76149,1,0.98686,0.995,0.79969,0.85656,0.64397,1.60625,0.00066944,0.00066944,0.00066944
338,3177.64,0.73036,0.58237,1.26322,1,0.94697,0.98667,0.74029,0.90823,0.66372,1.63941,0.00066548,0.00066548,0.00066548
339,3186.91,1.25388,0.94559,1.6175,1,0.94697,0.98667,0.74029,0.90823,0.66372,1.63941,0.00066152,0.00066152,0.00066152
340,3196.22,0.74885,0.58076,1.27774,0.99439,0.95,0.99262,0.71506,0.95614,0.69453,1.66887,0.00065756,0.00065756,0.00065756
341,3205.36,0.89709,0.74048,1.53196,0.99439,0.95,0.99262,0.71506,0.95614,0.69453,1.66887,0.0006536,0.0006536,0.0006536
342,3214.83,0.69678,0.63745,1.21609,0.98739,0.95,0.99262,0.69644,0.95159,0.68957,1.66354,0.00064964,0.00064964,0.00064964
343,3224.21,0.76693,0.58827,1.24542,0.98739,0.95,0.99262,0.69644,0.95159,0.68957,1.66354,0.00064568,0.00064568,0.00064568
344,3233.61,0.83585,0.6646,1.2249,0.99974,1,0.995,0.74435,0.94828,0.70179,1.66597,0.00064172,0.00064172,0.00064172
345,3242.95,0.93748,0.6604,1.30568,0.99974,1,0.995,0.74435,0.94828,0.70179,1.66597,0.00063776,0.00063776,0.00063776
346,3252.5,0.84717,0.58836,1.37433,0.98984,1,0.995,0.75528,0.90841,0.70308,1.63635,0.0006338,0.0006338,0.0006338
347,3261.81,0.82592,0.63372,1.26558,0.98984,1,0.995,0.75528,0.90841,0.70308,1.63635,0.00062984,0.00062984,0.00062984
348,3271.08,0.9348,0.77729,1.46751,0.99522,1,0.995,0.77433,0.9137,0.68849,1.66772,0.00062588,0.00062588,0.00062588
349,3280.46,0.8065,0.60396,1.37044,0.99522,1,0.995,0.77433,0.9137,0.68849,1.66772,0.00062192,0.00062192,0.00062192
350,3289.79,0.76321,0.57169,1.2797,0.99878,1,0.995,0.76042,0.92193,0.66835,1.68073,0.00061796,0.00061796,0.00061796
351,3299.09,0.97265,0.8065,1.35131,0.99878,1,0.995,0.76042,0.92193,0.66835,1.68073,0.000614,0.000614,0.000614
352,3308.47,0.8583,0.77298,1.23091,0.94454,1,0.99262,0.73824,0.92218,0.66761,1.65741,0.00061004,0.00061004,0.00061004
353,3317.77,0.73769,0.55709,1.348,0.94454,1,0.99262,0.73824,0.92218,0.66761,1.65741,0.00060608,0.00060608,0.00060608
354,3326.95,0.73594,0.57483,1.06169,0.99571,1,0.995,0.74668,0.96629,0.66361,1.68883,0.00060212,0.00060212,0.00060212
355,3336.31,0.81717,0.59691,1.33039,0.99571,1,0.995,0.74668,0.96629,0.66361,1.68883,0.00059816,0.00059816,0.00059816
356,3345.76,0.62835,0.56412,1.14271,0.99352,1,0.995,0.73033,1.05359,0.68091,1.74888,0.0005942,0.0005942,0.0005942
357,3354.99,1.11377,0.76299,1.61282,0.99352,1,0.995,0.73033,1.05359,0.68091,1.74888,0.00059024,0.00059024,0.00059024
358,3364.28,0.79913,0.63886,1.41378,0.99404,1,0.995,0.72121,1.02045,0.65603,1.70189,0.00058628,0.00058628,0.00058628
359,3373.69,0.83083,0.63958,1.24604,0.99404,1,0.995,0.72121,1.02045,0.65603,1.70189,0.00058232,0.00058232,0.00058232
360,3382.93,0.7537,0.63135,1.45084,0.99442,1,0.995,0.73397,1.01059,0.64854,1.70429,0.00057836,0.00057836,0.00057836
361,3392.21,1.03251,0.80599,1.83307,0.99442,1,0.995,0.73397,1.01059,0.64854,1.70429,0.0005744,0.0005744,0.0005744
362,3401.42,0.76491,0.66154,1.28584,0.98622,1,0.995,0.72002,1.03669,0.67119,1.72177,0.00057044,0.00057044,0.00057044
363,3410.63,0.75278,0.60215,1.29533,0.98622,1,0.995,0.72002,1.03669,0.67119,1.72177,0.00056648,0.00056648,0.00056648
364,3420,0.82699,0.6616,1.31375,0.98736,1,0.995,0.70205,1.07208,0.70922,1.74244,0.00056252,0.00056252,0.00056252
365,3429.28,0.89375,0.69937,1.45116,0.98736,1,0.995,0.70205,1.07208,0.70922,1.74244,0.00055856,0.00055856,0.00055856
366,3438.68,0.88977,0.74505,1.55811,0.99244,1,0.995,0.71956,1.02044,0.70344,1.71961,0.0005546,0.0005546,0.0005546
367,3447.78,1.03679,0.64209,1.33198,0.99244,1,0.995,0.71956,1.02044,0.70344,1.71961,0.00055064,0.00055064,0.00055064
368,3457.04,0.88146,0.6142,1.32893,0.9941,1,0.995,0.73722,0.95671,0.65838,1.67186,0.00054668,0.00054668,0.00054668
369,3466.33,0.76513,0.5935,1.21182,0.9941,1,0.995,0.73722,0.95671,0.65838,1.67186,0.00054272,0.00054272,0.00054272
370,3475.64,1.06609,0.7591,1.71901,0.99216,1,0.995,0.72394,0.91258,0.63117,1.62938,0.00053876,0.00053876,0.00053876
371,3484.77,0.73968,0.58338,1.36,0.99216,1,0.995,0.72394,0.91258,0.63117,1.62938,0.0005348,0.0005348,0.0005348
372,3494.01,0.83862,0.7013,1.43852,0.99489,1,0.995,0.75193,0.88687,0.65405,1.62925,0.00053084,0.00053084,0.00053084
373,3503.22,0.79145,0.64032,1.26706,0.99489,1,0.995,0.75193,0.88687,0.65405,1.62925,0.00052688,0.00052688,0.00052688
374,3512.56,0.71462,0.57063,1.20724,0.99613,1,0.995,0.75234,0.89753,0.68259,1.65778,0.00052292,0.00052292,0.00052292
375,3521.77,0.83935,0.70188,1.54397,0.99613,1,0.995,0.75234,0.89753,0.68259,1.65778,0.00051896,0.00051896,0.00051896
376,3531.11,0.80964,0.65645,1.24684,0.99751,1,0.995,0.71867,0.95832,0.70871,1.70607,0.000515,0.000515,0.000515
377,3540.21,0.79043,0.58802,1.23982,0.99751,1,0.995,0.71867,0.95832,0.70871,1.70607,0.00051104,0.00051104,0.00051104
378,3549.62,0.69755,0.59581,1.31055,0.99957,1,0.995,0.737,0.93565,0.72741,1.69376,0.00050708,0.00050708,0.00050708
379,3558.99,0.747,0.59268,1.27126,0.99957,1,0.995,0.737,0.93565,0.72741,1.69376,0.00050312,0.00050312,0.00050312
380,3568.36,0.67591,0.55653,1.1801,1,0.99549,0.995,0.76819,0.87667,0.71756,1.64312,0.00049916,0.00049916,0.00049916
381,3577.56,0.76847,0.58581,1.23771,1,0.99549,0.995,0.76819,0.87667,0.71756,1.64312,0.0004952,0.0004952,0.0004952
382,3586.92,0.87066,0.69639,1.49488,0.94817,1,0.99262,0.79149,0.83494,0.67364,1.60055,0.00049124,0.00049124,0.00049124
383,3596.29,0.71548,0.5754,1.13622,0.94817,1,0.99262,0.79149,0.83494,0.67364,1.60055,0.00048728,0.00048728,0.00048728
384,3605.72,0.78705,0.62216,1.33056,0.94714,1,0.99262,0.80392,0.818,0.62865,1.58732,0.00048332,0.00048332,0.00048332
385,3615,0.78438,0.64383,1.36239,0.94714,1,0.99262,0.80392,0.818,0.62865,1.58732,0.00047936,0.00047936,0.00047936
386,3624.17,0.84686,0.64725,1.34754,0.94559,1,0.99262,0.80447,0.81693,0.60538,1.57137,0.0004754,0.0004754,0.0004754
387,3633.52,0.71598,0.58638,1.33457,0.94559,1,0.99262,0.80447,0.81693,0.60538,1.57137,0.00047144,0.00047144,0.00047144
388,3642.8,0.92153,0.74972,1.65156,1,0.99607,0.995,0.78813,0.83932,0.59531,1.5879,0.00046748,0.00046748,0.00046748
389,3652.04,0.84717,0.66652,1.40354,1,0.99607,0.995,0.78813,0.83932,0.59531,1.5879,0.00046352,0.00046352,0.00046352
390,3661.28,0.67635,0.54523,1.13647,0.99299,1,0.995,0.77643,0.87312,0.61149,1.62419,0.00045956,0.00045956,0.00045956
391,3670.84,0.8961,0.77964,1.49683,0.99299,1,0.995,0.77643,0.87312,0.61149,1.62419,0.0004556,0.0004556,0.0004556
392,3680.1,0.83887,0.69218,1.57949,0.99521,1,0.995,0.80266,0.82785,0.62817,1.59078,0.00045164,0.00045164,0.00045164
393,3689.37,0.6613,0.59578,1.17736,0.99521,1,0.995,0.80266,0.82785,0.62817,1.59078,0.00044768,0.00044768,0.00044768
394,3698.95,0.77787,0.60641,1.22322,0.99357,1,0.995,0.80742,0.79233,0.63822,1.56976,0.00044372,0.00044372,0.00044372
395,3708.23,0.58671,0.50584,1.13481,0.99357,1,0.995,0.80742,0.79233,0.63822,1.56976,0.00043976,0.00043976,0.00043976
396,3717.44,0.74088,0.57034,1.15354,0.99338,1,0.995,0.82026,0.78217,0.63871,1.55134,0.0004358,0.0004358,0.0004358
397,3726.54,0.84906,0.67121,1.37068,0.99338,1,0.995,0.82026,0.78217,0.63871,1.55134,0.00043184,0.00043184,0.00043184
398,3735.78,0.94089,0.79097,1.42702,0.99362,1,0.995,0.8182,0.79202,0.62502,1.53893,0.00042788,0.00042788,0.00042788
399,3745.04,0.84546,0.69777,1.30739,0.99362,1,0.995,0.8182,0.79202,0.62502,1.53893,0.00042392,0.00042392,0.00042392
400,3754.47,0.70079,0.58795,1.22401,0.9939,1,0.995,0.80716,0.81707,0.60632,1.53977,0.00041996,0.00041996,0.00041996
401,3764.35,0.58981,0.49039,1.16911,0.9939,1,0.995,0.80716,0.81707,0.60632,1.53977,0.000416,0.000416,0.000416
402,3773.71,0.81965,0.60796,1.45581,0.99542,1,0.995,0.77066,0.85574,0.59365,1.55229,0.00041204,0.00041204,0.00041204
403,3783.11,1.05178,1.04271,1.70242,0.99542,1,0.995,0.77066,0.85574,0.59365,1.55229,0.00040808,0.00040808,0.00040808
404,3792.38,0.79116,0.55403,1.21741,0.99691,1,0.995,0.75587,0.88892,0.60447,1.57223,0.00040412,0.00040412,0.00040412
405,3801.82,0.84669,0.67123,1.32162,0.99691,1,0.995,0.75587,0.88892,0.60447,1.57223,0.00040016,0.00040016,0.00040016
406,3811.18,0.79271,0.62123,1.21886,0.9966,1,0.995,0.7504,0.90369,0.61739,1.5887,0.0003962,0.0003962,0.0003962
407,3820.44,0.76326,0.62504,1.33984,0.9966,1,0.995,0.7504,0.90369,0.61739,1.5887,0.00039224,0.00039224,0.00039224
408,3829.68,0.57741,0.51517,1.25178,0.99615,1,0.995,0.74536,0.9018,0.63034,1.59911,0.00038828,0.00038828,0.00038828
409,3838.77,0.77833,0.57026,1.21009,0.99615,1,0.995,0.74536,0.9018,0.63034,1.59911,0.00038432,0.00038432,0.00038432
410,3847.97,0.77179,0.60188,1.35113,0.99695,1,0.995,0.74777,0.90744,0.63939,1.6165,0.00038036,0.00038036,0.00038036
411,3857.29,0.74381,0.56098,1.21137,0.99695,1,0.995,0.74777,0.90744,0.63939,1.6165,0.0003764,0.0003764,0.0003764
412,3866.63,0.74772,0.56713,1.27152,0.99701,1,0.995,0.76319,0.90382,0.64185,1.61938,0.00037244,0.00037244,0.00037244
413,3875.88,0.89649,0.71027,1.53429,0.99701,1,0.995,0.76319,0.90382,0.64185,1.61938,0.00036848,0.00036848,0.00036848
414,3885.16,0.75962,0.55846,1.25329,0.99503,1,0.995,0.7795,0.87582,0.63091,1.603,0.00036452,0.00036452,0.00036452
415,3894.47,0.69655,0.5637,1.30419,0.99503,1,0.995,0.7795,0.87582,0.63091,1.603,0.00036056,0.00036056,0.00036056
416,3903.76,0.7251,0.56424,1.25804,0.99404,1,0.995,0.78162,0.83704,0.61723,1.56497,0.0003566,0.0003566,0.0003566
417,3913.07,0.8218,0.68492,1.42892,0.99404,1,0.995,0.78162,0.83704,0.61723,1.56497,0.00035264,0.00035264,0.00035264
418,3922.32,0.75167,0.61766,1.34279,0.995,1,0.995,0.78494,0.82525,0.60926,1.53977,0.00034868,0.00034868,0.00034868
419,3931.66,0.7463,0.56355,1.25658,0.995,1,0.995,0.78494,0.82525,0.60926,1.53977,0.00034472,0.00034472,0.00034472
420,3940.9,0.75835,0.56714,1.31373,0.99503,1,0.995,0.78188,0.83236,0.58564,1.5338,0.00034076,0.00034076,0.00034076
421,3950.02,0.74831,0.6017,1.30796,0.99503,1,0.995,0.78188,0.83236,0.58564,1.5338,0.0003368,0.0003368,0.0003368
422,3959.35,0.83092,0.64725,1.40612,0.99499,1,0.995,0.79086,0.81792,0.57619,1.51967,0.00033284,0.00033284,0.00033284
423,3968.59,0.76902,0.58583,1.31556,0.99499,1,0.995,0.79086,0.81792,0.57619,1.51967,0.00032888,0.00032888,0.00032888
424,3977.81,0.56611,0.47369,1.05675,0.99548,1,0.995,0.7998,0.78241,0.56204,1.49692,0.00032492,0.00032492,0.00032492
425,3987.04,0.74476,0.58845,1.30548,0.99548,1,0.995,0.7998,0.78241,0.56204,1.49692,0.00032096,0.00032096,0.00032096
426,3996.36,0.91124,0.76146,1.75038,0.99584,1,0.995,0.81727,0.775,0.55804,1.49184,0.000317,0.000317,0.000317
427,4005.96,0.85456,0.61203,1.28606,0.99584,1,0.995,0.81727,0.775,0.55804,1.49184,0.00031304,0.00031304,0.00031304
428,4015.19,0.75247,0.69231,1.37876,0.99627,1,0.995,0.81676,0.77664,0.56707,1.49173,0.00030908,0.00030908,0.00030908
429,4024.63,0.77403,0.66106,1.43257,0.99627,1,0.995,0.81676,0.77664,0.56707,1.49173,0.00030512,0.00030512,0.00030512
430,4034.09,0.87442,0.61415,1.3989,0.99365,1,0.995,0.80361,0.80831,0.5784,1.51153,0.00030116,0.00030116,0.00030116
431,4043.29,0.6324,0.48867,1.21002,0.99365,1,0.995,0.80361,0.80831,0.5784,1.51153,0.0002972,0.0002972,0.0002972
432,4052.58,0.72068,0.55192,1.1544,0.99529,1,0.995,0.78146,0.85,0.59516,1.52944,0.00029324,0.00029324,0.00029324
433,4061.79,0.66234,0.61424,1.33251,0.99529,1,0.995,0.78146,0.85,0.59516,1.52944,0.00028928,0.00028928,0.00028928
434,4071.06,0.64791,0.52915,1.19049,0.99468,1,0.995,0.76267,0.89473,0.60576,1.5539,0.00028532,0.00028532,0.00028532
435,4080.63,0.6579,0.53128,1.13246,0.99468,1,0.995,0.76267,0.89473,0.60576,1.5539,0.00028136,0.00028136,0.00028136
436,4089.89,0.67643,0.56028,1.18497,0.99325,1,0.995,0.78011,0.90519,0.60642,1.55905,0.0002774,0.0002774,0.0002774
437,4099.38,0.72633,0.57408,1.28702,0.99325,1,0.995,0.78011,0.90519,0.60642,1.55905,0.00027344,0.00027344,0.00027344
438,4108.87,0.74676,0.56186,1.28665,0.99366,1,0.995,0.78068,0.88154,0.59223,1.54361,0.00026948,0.00026948,0.00026948
439,4118.03,0.68843,0.53317,1.1946,0.99366,1,0.995,0.78068,0.88154,0.59223,1.54361,0.00026552,0.00026552,0.00026552
440,4127.39,0.70212,0.57383,1.24601,0.99401,1,0.995,0.76081,0.86446,0.60401,1.53758,0.00026156,0.00026156,0.00026156
441,4136.78,0.58765,0.53944,1.19813,0.99401,1,0.995,0.76081,0.86446,0.60401,1.53758,0.0002576,0.0002576,0.0002576
442,4146.18,0.60876,0.52558,1.22983,0.99268,1,0.995,0.76509,0.85874,0.60785,1.54272,0.00025364,0.00025364,0.00025364
443,4155.55,0.59287,0.53959,1.23183,0.99268,1,0.995,0.76509,0.85874,0.60785,1.54272,0.00024968,0.00024968,0.00024968
444,4164.92,0.66124,0.55026,1.13266,0.99378,1,0.995,0.76622,0.85292,0.60098,1.54095,0.00024572,0.00024572,0.00024572
445,4174.17,0.73849,0.64856,1.45583,0.99378,1,0.995,0.76622,0.85292,0.60098,1.54095,0.00024176,0.00024176,0.00024176
446,4183.4,0.70652,0.5086,1.21462,0.99408,1,0.995,0.77025,0.85714,0.59802,1.54435,0.0002378,0.0002378,0.0002378
447,4192.79,0.63577,0.49709,1.20471,0.99408,1,0.995,0.77025,0.85714,0.59802,1.54435,0.00023384,0.00023384,0.00023384
448,4202.6,0.67956,0.56263,1.21097,0.99498,1,0.995,0.78957,0.83823,0.58996,1.53525,0.00022988,0.00022988,0.00022988
449,4212.51,0.66354,0.55562,1.17231,0.99498,1,0.995,0.78957,0.83823,0.58996,1.53525,0.00022592,0.00022592,0.00022592
450,4221.81,0.64207,0.51426,1.1542,0.99576,1,0.995,0.79486,0.81764,0.57604,1.52421,0.00022196,0.00022196,0.00022196
451,4231.28,0.79274,0.59784,1.27194,0.99576,1,0.995,0.79486,0.81764,0.57604,1.52421,0.000218,0.000218,0.000218
452,4240.64,0.71828,0.55623,1.19711,0.99539,1,0.995,0.79447,0.80585,0.55697,1.50886,0.00021404,0.00021404,0.00021404
453,4250.01,0.80674,0.61274,1.42606,0.99539,1,0.995,0.79447,0.80585,0.55697,1.50886,0.00021008,0.00021008,0.00021008
454,4259.13,0.46223,0.41777,1.06262,0.99565,1,0.995,0.80461,0.80034,0.55684,1.5036,0.00020612,0.00020612,0.00020612
455,4268.38,0.79144,0.65167,1.45214,0.99565,1,0.995,0.80461,0.80034,0.55684,1.5036,0.00020216,0.00020216,0.00020216
456,4277.93,0.5833,0.51131,1.18204,0.99594,1,0.995,0.79237,0.80355,0.55805,1.50111,0.0001982,0.0001982,0.0001982
457,4287.09,0.72304,0.58187,1.399,0.99594,1,0.995,0.79237,0.80355,0.55805,1.50111,0.00019424,0.00019424,0.00019424
458,4296.44,0.56068,0.48514,1.20313,0.99596,1,0.995,0.79372,0.81004,0.56843,1.50234,0.00019028,0.00019028,0.00019028
459,4305.73,0.60956,0.48417,1.09114,0.99596,1,0.995,0.79372,0.81004,0.56843,1.50234,0.00018632,0.00018632,0.00018632
460,4315.3,0.60032,0.5464,1.16673,0.9957,1,0.995,0.79502,0.80912,0.56891,1.49889,0.00018236,0.00018236,0.00018236
461,4324.68,0.70551,0.57574,1.26908,0.9957,1,0.995,0.79502,0.80912,0.56891,1.49889,0.0001784,0.0001784,0.0001784
462,4333.9,0.56205,0.46021,1.16489,0.99569,1,0.995,0.79185,0.80144,0.56632,1.49034,0.00017444,0.00017444,0.00017444
463,4343.16,0.70094,0.6039,1.26292,0.99569,1,0.995,0.79185,0.80144,0.56632,1.49034,0.00017048,0.00017048,0.00017048
464,4352.57,0.71604,0.587,1.43571,0.99514,1,0.995,0.8136,0.79683,0.57217,1.48235,0.00016652,0.00016652,0.00016652
465,4361.84,0.56344,0.4611,1.07642,0.99514,1,0.995,0.8136,0.79683,0.57217,1.48235,0.00016256,0.00016256,0.00016256
466,4371.09,0.59312,0.56179,1.13443,0.99491,1,0.995,0.80624,0.79442,0.57087,1.4773,0.0001586,0.0001586,0.0001586
467,4380.28,0.6518,0.50469,1.13847,0.99491,1,0.995,0.80624,0.79442,0.57087,1.4773,0.00015464,0.00015464,0.00015464
468,4389.84,0.64892,0.49562,1.14585,0.99468,1,0.995,0.79991,0.80133,0.57119,1.48154,0.00015068,0.00015068,0.00015068
469,4399.23,0.58144,0.5202,1.16629,0.99468,1,0.995,0.79991,0.80133,0.57119,1.48154,0.00014672,0.00014672,0.00014672
470,4408.64,0.84996,0.68299,1.6996,0.99561,1,0.995,0.7986,0.80527,0.57263,1.48241,0.00014276,0.00014276,0.00014276
471,4418.07,0.63852,0.55417,1.23488,0.99561,1,0.995,0.7986,0.80527,0.57263,1.48241,0.0001388,0.0001388,0.0001388
472,4427.19,0.61325,0.53474,1.2322,0.99544,1,0.995,0.79295,0.80172,0.56588,1.48029,0.00013484,0.00013484,0.00013484
473,4436.33,0.83979,0.69343,1.46304,0.99544,1,0.995,0.79295,0.80172,0.56588,1.48029,0.00013088,0.00013088,0.00013088
474,4445.74,0.61209,0.51701,1.15761,0.99551,1,0.995,0.78916,0.79637,0.55096,1.4781,0.00012692,0.00012692,0.00012692
475,4455.07,0.59194,0.4924,1.07194,0.99551,1,0.995,0.78916,0.79637,0.55096,1.4781,0.00012296,0.00012296,0.00012296
476,4464.41,0.56104,0.48993,1.17131,0.99553,1,0.995,0.77624,0.80395,0.5473,1.4878,0.000119,0.000119,0.000119
477,4473.86,0.61379,0.51311,1.25184,0.99553,1,0.995,0.77624,0.80395,0.5473,1.4878,0.00011504,0.00011504,0.00011504
478,4483.16,0.75962,0.59295,1.27316,0.99495,1,0.995,0.77184,0.81775,0.54304,1.50225,0.00011108,0.00011108,0.00011108
479,4492.31,0.5935,0.54314,1.24222,0.99495,1,0.995,0.77184,0.81775,0.54304,1.50225,0.00010712,0.00010712,0.00010712
480,4501.69,0.54005,0.48364,1.18541,0.9956,1,0.995,0.77244,0.82642,0.54459,1.51186,0.00010316,0.00010316,0.00010316
481,4510.96,0.58985,0.47864,1.22859,0.9956,1,0.995,0.77244,0.82642,0.54459,1.51186,9.92e-05,9.92e-05,9.92e-05
482,4520.33,0.68141,0.52373,1.14159,0.99579,1,0.995,0.77316,0.82669,0.54743,1.51371,9.524e-05,9.524e-05,9.524e-05
483,4529.66,0.65152,0.52784,1.21198,0.99579,1,0.995,0.77316,0.82669,0.54743,1.51371,9.128e-05,9.128e-05,9.128e-05
484,4538.86,0.61516,0.62943,1.28208,0.99586,1,0.995,0.76745,0.82588,0.54694,1.5113,8.732e-05,8.732e-05,8.732e-05
485,4547.96,0.63438,0.57557,1.40398,0.99586,1,0.995,0.76745,0.82588,0.54694,1.5113,8.336e-05,8.336e-05,8.336e-05
486,4557.25,0.57425,0.50767,1.18282,0.99598,1,0.995,0.77011,0.82674,0.54687,1.51118,7.94e-05,7.94e-05,7.94e-05
487,4566.35,0.69043,0.54267,1.2153,0.99598,1,0.995,0.77011,0.82674,0.54687,1.51118,7.544e-05,7.544e-05,7.544e-05
488,4575.73,0.64174,0.55154,1.20893,0.9961,1,0.995,0.78326,0.82529,0.54977,1.50791,7.148e-05,7.148e-05,7.148e-05
489,4584.96,0.96397,0.65616,1.40683,0.9961,1,0.995,0.78326,0.82529,0.54977,1.50791,6.752e-05,6.752e-05,6.752e-05
490,4594.27,0.72872,0.58583,1.34349,0.99615,1,0.995,0.78334,0.82482,0.55687,1.50399,6.356e-05,6.356e-05,6.356e-05
491,4603.39,0.5602,0.49565,1.21384,0.99615,1,0.995,0.78334,0.82482,0.55687,1.50399,5.96e-05,5.96e-05,5.96e-05
492,4612.44,0.6377,0.57008,1.14156,0.99647,1,0.995,0.78067,0.82117,0.56189,1.49824,5.564e-05,5.564e-05,5.564e-05
493,4621.56,0.5054,0.52617,1.11403,0.99647,1,0.995,0.78067,0.82117,0.56189,1.49824,5.168e-05,5.168e-05,5.168e-05
494,4630.74,0.46626,0.50288,1.12514,0.99651,1,0.995,0.77932,0.81386,0.56167,1.49044,4.772e-05,4.772e-05,4.772e-05
495,4639.93,0.51359,0.52278,1.1572,0.99651,1,0.995,0.77932,0.81386,0.56167,1.49044,4.376e-05,4.376e-05,4.376e-05
496,4649.08,0.53224,0.49624,1.25113,0.99658,1,0.995,0.78013,0.80925,0.56102,1.48529,3.98e-05,3.98e-05,3.98e-05
497,4658.16,0.50193,0.50228,1.23908,0.99658,1,0.995,0.78013,0.80925,0.56102,1.48529,3.584e-05,3.584e-05,3.584e-05
